Variavel_1,Variavel_2,Pearson_r
esp_comb_with_ff_b_outl_temp_adegc,te_of_hot_pri_air_in_aph_outl_adegc,0.982293127385578
flw_total_c_t_h,flw_output_of_belt_coal_fdr_c2_t_h,0.9822698392906375
flw_output_of_belt_coal_fdr_c2_t_h,flw_total_c_t_h,0.9822698392906375
temp_1_of_furnace_b_inner_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9822481695906848
te_no_7_hp_heater_ol_feed_wtr_adegc,temp_1_of_furnace_b_inner_adegc,0.9822481695906848
total_fuel_flow_t_h,miain_steam_temperature_adegc,0.9820980065035013
miain_steam_temperature_adegc,total_fuel_flow_t_h,0.9820980065035013
miain_steam_temperature_adegc,esp_comb_with_ff_b_outl_temp_adegc,0.9819155480464138
esp_comb_with_ff_b_outl_temp_adegc,miain_steam_temperature_adegc,0.9819155480464138
vacuum_pres_from_tcs_kpa,deaerator_pressure_mpa,0.9818338201447273
deaerator_pressure_mpa,vacuum_pres_from_tcs_kpa,0.9818338201447273
hot_reheat_steam_pressure_mpa,o2_avg_,0.9812772476545797
o2_avg_,hot_reheat_steam_pressure_mpa,0.9812772476545797
vacuum_pres_from_tcs_kpa,esp_comb_with_ff_a_inl_prs_1_kpa,0.981102785132698
esp_comb_with_ff_a_inl_prs_1_kpa,vacuum_pres_from_tcs_kpa,0.981102785132698
total_air_flow_knm3_h,prs_air_in_stm_aph_paf_b_outl_kpa,0.9810535814877451
prs_air_in_stm_aph_paf_b_outl_kpa,total_air_flow_knm3_h,0.9810535814877451
total_fuel_flow_t_h,hot_reheat_steam_temperature_1_adegc,0.980940744325732
hot_reheat_steam_temperature_1_adegc,total_fuel_flow_t_h,0.980940744325732
esp_comb_with_ff_b_outl_temp_adegc,temperature_of_cyclone_c_inlet_adegc,0.9807435664570924
temperature_of_cyclone_c_inlet_adegc,esp_comb_with_ff_b_outl_temp_adegc,0.9807435664570924
total_fuel_flow_t_h,te_of_gas_in_ecmz_side_b_outl_adegc,0.9806825312268281
te_of_gas_in_ecmz_side_b_outl_adegc,total_fuel_flow_t_h,0.9806825312268281
lms_pdr_bin_flud_blwr_ol_prs_kpa,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9803942816557655
prs_of_hpfa_fan_outl_head_pipe_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9803942816557655
prs_of_gas_in_ltr_side_a_outl_kpa,esp_comb_with_ff_b_inl_prs_1_kpa,0.9802688129136262
esp_comb_with_ff_b_inl_prs_1_kpa,prs_of_gas_in_ltr_side_a_outl_kpa,0.9802688129136262
temperature_of_cyclone_b_inlet_adegc,status_operacao,0.9799711439149162
status_operacao,temperature_of_cyclone_b_inlet_adegc,0.9799711439149162
temp_of_4_lph_outl_wtr_adegc,te_no_6_hp_heater_ol_feed_wtr_adegc,0.9799404985084055
te_no_6_hp_heater_ol_feed_wtr_adegc,temp_of_4_lph_outl_wtr_adegc,0.9799404985084055
te_no_8_hp_heater_ol_feed_wtr_adegc,main_steam_flow_sel_t_h,0.9797942602186654
main_steam_flow_sel_t_h,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9797942602186654
total_air_flow_knm3_h,te_no_8_hp_heater_ol_feed_wtr_adegc,0.979657393266994
te_no_8_hp_heater_ol_feed_wtr_adegc,total_air_flow_knm3_h,0.979657393266994
main_steam_pressure_mpa,deaerator_pressure_mpa,0.9796177346765472
deaerator_pressure_mpa,main_steam_pressure_mpa,0.9796177346765472
deaerator_pressure_mpa,o2_avg_,0.9796098744005038
o2_avg_,deaerator_pressure_mpa,0.9796098744005038
status_operacao,temperature_of_cyclone_a_inlet_adegc,0.9795896588574105
temperature_of_cyclone_a_inlet_adegc,status_operacao,0.9795896588574105
prs_of_gas_in_ltr_side_a_outl_kpa,u_valve_a_inlet_static_prs_kpa,0.9795843307353885
u_valve_a_inlet_static_prs_kpa,prs_of_gas_in_ltr_side_a_outl_kpa,0.9795843307353885
furnace_bed_temp_13_15_sel_adegc,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9794676047586001
te_no_8_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_13_15_sel_adegc,0.9794676047586001
te_no_7_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_10_12_sel_adegc,0.9793674858137438
furnace_bed_temp_10_12_sel_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9793674858137438
esp_comb_with_ff_b_outl_temp_adegc,temp_1_of_furnace_a_inner_adegc,0.979272974464946
temp_1_of_furnace_a_inner_adegc,esp_comb_with_ff_b_outl_temp_adegc,0.979272974464946
te_no_7_hp_heater_ol_feed_wtr_adegc,te_of_gas_in_ecmz_side_a_outl_adegc,0.9792632335938177
te_of_gas_in_ecmz_side_a_outl_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9792632335938177
u_valve_c_inlet_static_prs_kpa,main_steam_pressure_mpa,0.9792265940574908
main_steam_pressure_mpa,u_valve_c_inlet_static_prs_kpa,0.9792265940574908
main_steam_flow_sel_t_h,flw_total_b_t_h,0.9790375820031781
flw_total_b_t_h,main_steam_flow_sel_t_h,0.9790375820031781
te_no_7_hp_heater_ol_feed_wtr_adegc,temp_of_gas_in_ltr_side_a_outl_adegc,0.9789978034369299
temp_of_gas_in_ltr_side_a_outl_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9789978034369299
t_bfbp_b_inlet_temperature_adegc,main_steam_pressure_mpa,0.9788762885709853
main_steam_pressure_mpa,t_bfbp_b_inlet_temperature_adegc,0.9788762885709853
temp_of_furnace_a_outl_adegc,status_operacao,0.978875738177569
status_operacao,temp_of_furnace_a_outl_adegc,0.978875738177569
te_no_8_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_7_9_sel_adegc,0.9787823601263189
furnace_bed_temp_7_9_sel_adegc,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9787823601263189
status_operacao,temp_3_of_furnace_b_inner_adegc,0.9786776999894223
temp_3_of_furnace_b_inner_adegc,status_operacao,0.9786776999894223
temperature_of_cyclone_a_inlet_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9786748342818654
te_no_7_hp_heater_ol_feed_wtr_adegc,temperature_of_cyclone_a_inlet_adegc,0.9786748342818654
flw_of_cnd_water_before_dea_t_h,total_fuel_flow_t_h,0.9785687859818712
total_fuel_flow_t_h,flw_of_cnd_water_before_dea_t_h,0.9785687859818712
temp_3_of_furnace_b_inner_adegc,main_steam_flow_sel_t_h,0.9784775300184906
main_steam_flow_sel_t_h,temp_3_of_furnace_b_inner_adegc,0.9784775300184906
flw_total_c_t_h,flw_output_of_belt_coal_fdr_c1_t_h,0.9784174465932308
flw_output_of_belt_coal_fdr_c1_t_h,flw_total_c_t_h,0.9784174465932308
temperature_of_cyclone_a_inlet_adegc,main_steam_flow_sel_t_h,0.9778001382358145
main_steam_flow_sel_t_h,temperature_of_cyclone_a_inlet_adegc,0.9778001382358145
prs_of_gas_in_aph_outlet_kpa,main_steam_pressure_mpa,0.9777802195482154
main_steam_pressure_mpa,prs_of_gas_in_aph_outlet_kpa,0.9777802195482154
main_steam_flow_sel_t_h,temperature_of_cyclone_b_inlet_adegc,0.9776473717100312
temperature_of_cyclone_b_inlet_adegc,main_steam_flow_sel_t_h,0.9776473717100312
main_steam_flow_sel_t_h,furnace_bed_temp_16_18_sel_adegc,0.9774269895006187
furnace_bed_temp_16_18_sel_adegc,main_steam_flow_sel_t_h,0.9774269895006187
te_no_7_hp_heater_ol_feed_wtr_adegc,total_air_flow_knm3_h,0.9774152454642951
total_air_flow_knm3_h,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9774152454642951
flw_output_of_belt_coal_fdr_a1_t_h,flw_total_a_t_h,0.9772905757237377
flw_total_a_t_h,flw_output_of_belt_coal_fdr_a1_t_h,0.9772905757237377
te_no_8_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_4_6_sel_adegc,0.9772805832603525
furnace_bed_temp_4_6_sel_adegc,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9772805832603525
status_operacao,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9771286143467182
te_no_8_hp_heater_ol_feed_wtr_adegc,status_operacao,0.9771286143467182
te_no_7_hp_heater_ol_feed_wtr_adegc,temp_of_gas_in_ltr_side_a_inl_adegc,0.9771170325843216
temp_of_gas_in_ltr_side_a_inl_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9771170325843216
temp_of_gas_in_ltr_side_a_inl_adegc,status_operacao,0.9771031299822772
status_operacao,temp_of_gas_in_ltr_side_a_inl_adegc,0.9771031299822772
te_no_7_hp_heater_ol_feed_wtr_adegc,temperature_of_cyclone_b_inlet_adegc,0.9770471131422372
temperature_of_cyclone_b_inlet_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9770471131422372
hot_reheat_steam_pressure_mpa,main_steam_pressure_mpa,0.9769847712097826
main_steam_pressure_mpa,hot_reheat_steam_pressure_mpa,0.9769847712097826
temp_of_furnace_a_outl_adegc,main_steam_flow_sel_t_h,0.9768870605003579
main_steam_flow_sel_t_h,temp_of_furnace_a_outl_adegc,0.9768870605003579
esp_comb_with_ff_a_inl_prs_1_kpa,o2_avg_,0.9763741493348255
o2_avg_,esp_comb_with_ff_a_inl_prs_1_kpa,0.9763741493348255
main_steam_flow_sel_t_h,temp_of_gas_in_ltr_side_a_inl_adegc,0.9762556025318028
temp_of_gas_in_ltr_side_a_inl_adegc,main_steam_flow_sel_t_h,0.9762556025318028
temp_of_4_lph_outl_wtr_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9762318515519716
te_no_7_hp_heater_ol_feed_wtr_adegc,temp_of_4_lph_outl_wtr_adegc,0.9762318515519716
status_operacao,furnace_bed_temp_16_18_sel_adegc,0.9759093116945436
furnace_bed_temp_16_18_sel_adegc,status_operacao,0.9759093116945436
temp_of_3_lph_outl_wtr_adegc,total_fuel_flow_t_h,0.9756724411085173
total_fuel_flow_t_h,temp_of_3_lph_outl_wtr_adegc,0.9756724411085173
prs_hot_sa_saf_a_in_aph_outl_kpa,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9751763018662921
prs_of_hpfa_fan_outl_head_pipe_kpa,prs_hot_sa_saf_a_in_aph_outl_kpa,0.9751763018662921
main_steam_flow_sel_t_h,status_operacao,0.9750866994387908
status_operacao,main_steam_flow_sel_t_h,0.9750866994387908
te_no_7_hp_heater_ol_feed_wtr_adegc,temp_of_furnace_a_outl_adegc,0.9750428565930446
temp_of_furnace_a_outl_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9750428565930446
furnace_bed_temp_13_15_sel_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9748233201258093
te_no_7_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_13_15_sel_adegc,0.9748233201258093
te_no_7_hp_heater_ol_feed_wtr_adegc,main_steam_flow_sel_t_h,0.9747442118756874
main_steam_flow_sel_t_h,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9747442118756874
pressure_of_furnace_b_lower_kpa,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9747281293200597
prs_of_hpfa_fan_outl_head_pipe_kpa,pressure_of_furnace_b_lower_kpa,0.9747281293200597
prs_of_hpfa_fan_outl_head_pipe_kpa,differential_prs_of_furnace_a_kpa,0.9744452023038342
differential_prs_of_furnace_a_kpa,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9744452023038342
o2_avg_,vacuum_pres_from_tcs_kpa,0.9737129365650344
vacuum_pres_from_tcs_kpa,o2_avg_,0.9737129365650344
temp_1_of_furnace_b_inner_adegc,main_steam_flow_sel_t_h,0.9734213931221927
main_steam_flow_sel_t_h,temp_1_of_furnace_b_inner_adegc,0.9734213931221927
lms_pdr_bin_flud_blwr_ol_prs_kpa,t_bfbp_b_inlet_temperature_adegc,0.9733917741512725
t_bfbp_b_inlet_temperature_adegc,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9733917741512725
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_16_18_sel_adegc,0.9730669704284054
furnace_bed_temp_16_18_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9730669704284054
esp_comb_with_ff_a_inl_prs_1_kpa,prs_of_condensate_pump_b_outl_mpa,0.9729553236006346
prs_of_condensate_pump_b_outl_mpa,esp_comb_with_ff_a_inl_prs_1_kpa,0.9729553236006346
prs_of_gas_in_ltr_side_a_inlet_kpa,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9727203364230461
prs_of_hpfa_fan_outl_head_pipe_kpa,prs_of_gas_in_ltr_side_a_inlet_kpa,0.9727203364230461
coal_perc_do_ar_total_,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9726808926016348
prs_of_hpfa_fan_outl_head_pipe_kpa,coal_perc_do_ar_total_,0.9726808926016348
temperature_of_cyclone_c_inlet_adegc,unit_actual_mw,0.9725528221732237
unit_actual_mw,temperature_of_cyclone_c_inlet_adegc,0.9725528221732237
flw_output_of_belt_coal_fdr_a2_t_h,flw_total_a_t_h,0.972403099388926
flw_total_a_t_h,flw_output_of_belt_coal_fdr_a2_t_h,0.972403099388926
prs_hot_sa_saf_a_in_aph_outl_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.972358536378024
lms_pdr_bin_flud_blwr_ol_prs_kpa,prs_hot_sa_saf_a_in_aph_outl_kpa,0.972358536378024
te_no_8_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_1_3_sel_adegc,0.9723506932863593
furnace_bed_temp_1_3_sel_adegc,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9723506932863593
temperature_of_cyclone_b_inlet_adegc,flw_total_b_t_h,0.9722106723246201
flw_total_b_t_h,temperature_of_cyclone_b_inlet_adegc,0.9722106723246201
te_no_7_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_7_9_sel_adegc,0.9721288083420372
furnace_bed_temp_7_9_sel_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9721288083420372
furnace_bed_temp_7_9_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.971823167874575
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_7_9_sel_adegc,0.971823167874575
prs_air_in_stm_aph_paf_b_outl_kpa,temp_1_of_furnace_b_inner_adegc,0.9717844124913015
temp_1_of_furnace_b_inner_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9717844124913015
furnace_bed_temp_4_6_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9714876590567096
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_4_6_sel_adegc,0.9714876590567096
pressure_of_furnace_b_lower_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9713706247671815
lms_pdr_bin_flud_blwr_ol_prs_kpa,pressure_of_furnace_b_lower_kpa,0.9713706247671815
temp_1_of_furnace_a_inner_adegc,unit_actual_mw,0.971151078330963
unit_actual_mw,temp_1_of_furnace_a_inner_adegc,0.971151078330963
lms_pdr_bin_flud_blwr_ol_prs_kpa,differential_prs_of_furnace_a_kpa,0.9710387356215366
differential_prs_of_furnace_a_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9710387356215366
main_steam_pressure_mpa,esp_comb_with_ff_a_inl_prs_1_kpa,0.9709693878928108
esp_comb_with_ff_a_inl_prs_1_kpa,main_steam_pressure_mpa,0.9709693878928108
temp_3_of_furnace_b_inner_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9709613545469089
prs_air_in_stm_aph_paf_b_outl_kpa,temp_3_of_furnace_b_inner_adegc,0.9709613545469089
pressure_of_sa_fan_b_outlet_kpa,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9709477778777608
te_no_7_hp_heater_ol_feed_wtr_adegc,pressure_of_sa_fan_b_outlet_kpa,0.9709477778777608
temp_of_gas_in_ltr_side_b_inl_adegc,unit_actual_mw,0.9708700196183395
unit_actual_mw,temp_of_gas_in_ltr_side_b_inl_adegc,0.9708700196183395
status_operacao,temp_of_gas_in_ltr_side_a_outl_adegc,0.9708212744793433
temp_of_gas_in_ltr_side_a_outl_adegc,status_operacao,0.9708212744793433
te_no_8_hp_heater_ol_feed_wtr_adegc,temp_of_4_lph_outl_wtr_adegc,0.9706270298565055
temp_of_4_lph_outl_wtr_adegc,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9706270298565055
temp_of_gas_in_ltr_side_a_inl_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9706151675159875
prs_air_in_stm_aph_paf_b_outl_kpa,temp_of_gas_in_ltr_side_a_inl_adegc,0.9706151675159875
temp_of_furnace_b_outl_adegc,te_of_gas_in_ecmz_side_b_outl_adegc,0.9705612368938548
te_of_gas_in_ecmz_side_b_outl_adegc,temp_of_furnace_b_outl_adegc,0.9705612368938548
total_air_flow_knm3_h,main_steam_flow_sel_t_h,0.9704882648432298
main_steam_flow_sel_t_h,total_air_flow_knm3_h,0.9704882648432298
temp_of_furnace_b_outl_adegc,temp_of_gas_in_ltr_side_b_outl_adegc,0.9703453894051594
temp_of_gas_in_ltr_side_b_outl_adegc,temp_of_furnace_b_outl_adegc,0.9703453894051594
coal_perc_do_ar_total_,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.970326996867286
lms_pdr_bin_flud_blwr_ol_prs_kpa,coal_perc_do_ar_total_,0.970326996867286
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_10_12_sel_adegc,0.970237489545622
furnace_bed_temp_10_12_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.970237489545622
te_no_7_hp_heater_ol_feed_wtr_adegc,furnace_bed_temp_4_6_sel_adegc,0.9701503429745384
furnace_bed_temp_4_6_sel_adegc,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9701503429745384
temp_of_furnace_b_outl_adegc,temp_of_gas_in_ltr_side_b_inl_adegc,0.9701503148254328
temp_of_gas_in_ltr_side_b_inl_adegc,temp_of_furnace_b_outl_adegc,0.9701503148254328
prs_air_in_stm_aph_paf_b_outl_kpa,temperature_of_cyclone_b_inlet_adegc,0.9701408203664786
temperature_of_cyclone_b_inlet_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9701408203664786
lms_pdr_bin_flud_blwr_ol_prs_kpa,prs_of_gas_in_ltr_side_a_inlet_kpa,0.9701181693868788
prs_of_gas_in_ltr_side_a_inlet_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9701181693868788
flw_total_b_t_h,temp_of_furnace_a_outl_adegc,0.970116829919728
temp_of_furnace_a_outl_adegc,flw_total_b_t_h,0.970116829919728
temperature_of_cyclone_c_inlet_adegc,flw_of_cnd_water_before_dea_t_h,0.9700487916614035
flw_of_cnd_water_before_dea_t_h,temperature_of_cyclone_c_inlet_adegc,0.9700487916614035
flw_total_b_t_h,temperature_of_cyclone_a_inlet_adegc,0.9700302555578495
temperature_of_cyclone_a_inlet_adegc,flw_total_b_t_h,0.9700302555578495
total_fuel_flow_t_h,temp_of_gas_in_aph_outl_adegc,0.9700278968750793
temp_of_gas_in_aph_outl_adegc,total_fuel_flow_t_h,0.9700278968750793
temp_1_of_furnace_b_inner_adegc,status_operacao,0.9699297933447125
status_operacao,temp_1_of_furnace_b_inner_adegc,0.9699297933447125
temp_of_furnace_b_outl_adegc,temperature_of_cyclone_c_inlet_adegc,0.96976367359874
temperature_of_cyclone_c_inlet_adegc,temp_of_furnace_b_outl_adegc,0.96976367359874
flw_of_cnd_water_before_dea_t_h,temp_1_of_furnace_a_inner_adegc,0.969717721867215
temp_1_of_furnace_a_inner_adegc,flw_of_cnd_water_before_dea_t_h,0.969717721867215
temp_of_furnace_a_outl_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9696858889895847
prs_air_in_stm_aph_paf_b_outl_kpa,temp_of_furnace_a_outl_adegc,0.9696858889895847
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_13_15_sel_adegc,0.9695641137483412
furnace_bed_temp_13_15_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9695641137483412
prs_air_in_stm_aph_paf_b_outl_kpa,temperature_of_cyclone_a_inlet_adegc,0.9695458178964055
temperature_of_cyclone_a_inlet_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9695458178964055
temp_of_cnd_water_of_dea_inl_adegc,temp_of_furnace_b_outl_adegc,0.9695251978638229
temp_of_furnace_b_outl_adegc,temp_of_cnd_water_of_dea_inl_adegc,0.9695251978638229
prs_air_in_stm_aph_paf_b_outl_kpa,furnace_bed_temp_1_3_sel_adegc,0.9694822074608905
furnace_bed_temp_1_3_sel_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9694822074608905
te_no_7_hp_heater_ol_feed_wtr_adegc,status_operacao,0.9694187825104745
status_operacao,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9694187825104745
flw_total_b_t_h,temp_of_gas_in_ltr_side_a_inl_adegc,0.9690035098691135
temp_of_gas_in_ltr_side_a_inl_adegc,flw_total_b_t_h,0.9690035098691135
temp_of_furnace_b_outl_adegc,temp_1_of_furnace_a_inner_adegc,0.968626384157222
temp_1_of_furnace_a_inner_adegc,temp_of_furnace_b_outl_adegc,0.968626384157222
hot_reheat_steam_temperature_1_adegc,temp_of_furnace_b_outl_adegc,0.9685239079244338
temp_of_furnace_b_outl_adegc,hot_reheat_steam_temperature_1_adegc,0.9685239079244338
te_of_hot_pri_air_in_aph_outl_adegc,temp_of_furnace_b_outl_adegc,0.9685214985895273
temp_of_furnace_b_outl_adegc,te_of_hot_pri_air_in_aph_outl_adegc,0.9685214985895273
prs_of_hpfa_fan_c_outlet_head_kpa,esp_comb_with_ff_a_inl_prs_1_kpa,0.9685134704567557
esp_comb_with_ff_a_inl_prs_1_kpa,prs_of_hpfa_fan_c_outlet_head_kpa,0.9685134704567557
temp_of_furnace_b_outl_adegc,temp_of_3_lph_outl_wtr_adegc,0.9684166380913021
temp_of_3_lph_outl_wtr_adegc,temp_of_furnace_b_outl_adegc,0.9684166380913021
miain_steam_temperature_adegc,temp_of_furnace_b_outl_adegc,0.9684115415738705
temp_of_furnace_b_outl_adegc,miain_steam_temperature_adegc,0.9684115415738705
temp_of_gas_in_ltr_side_a_outl_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9682906216576253
prs_air_in_stm_aph_paf_b_outl_kpa,temp_of_gas_in_ltr_side_a_outl_adegc,0.9682906216576253
vacuum_pres_from_tcs_kpa,main_steam_pressure_mpa,0.9681718238914523
main_steam_pressure_mpa,vacuum_pres_from_tcs_kpa,0.9681718238914523
pressure_of_sa_fan_b_outlet_kpa,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9681659010561606
te_no_8_hp_heater_ol_feed_wtr_adegc,pressure_of_sa_fan_b_outlet_kpa,0.9681659010561606
temp_of_gas_in_aph_outl_adegc,temp_of_furnace_b_outl_adegc,0.9681183861688062
temp_of_furnace_b_outl_adegc,temp_of_gas_in_aph_outl_adegc,0.9681183861688062
main_steam_flow_sel_t_h,pressure_of_sa_fan_b_outlet_kpa,0.968065729846087
pressure_of_sa_fan_b_outlet_kpa,main_steam_flow_sel_t_h,0.968065729846087
main_steam_flow_sel_t_h,temp_of_gas_in_ltr_side_a_outl_adegc,0.9679248762944036
temp_of_gas_in_ltr_side_a_outl_adegc,main_steam_flow_sel_t_h,0.9679248762944036
furnace_bed_temp_7_9_sel_adegc,status_operacao,0.9677729168924397
status_operacao,furnace_bed_temp_7_9_sel_adegc,0.9677729168924397
flw_total_b_t_h,temp_3_of_furnace_b_inner_adegc,0.9677617949477951
temp_3_of_furnace_b_inner_adegc,flw_total_b_t_h,0.9677617949477951
flw_of_cnd_water_before_dea_t_h,temp_of_gas_in_ltr_side_b_inl_adegc,0.9677155175796303
temp_of_gas_in_ltr_side_b_inl_adegc,flw_of_cnd_water_before_dea_t_h,0.9677155175796303
te_of_gas_in_ecmz_side_a_outl_adegc,prs_air_in_stm_aph_paf_b_outl_kpa,0.9676175943399178
prs_air_in_stm_aph_paf_b_outl_kpa,te_of_gas_in_ecmz_side_a_outl_adegc,0.9676175943399178
main_steam_pressure_mpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9673713953715705
lms_pdr_bin_flud_blwr_ol_prs_kpa,main_steam_pressure_mpa,0.9673713953715705
main_steam_flow_sel_t_h,furnace_bed_temp_10_12_sel_adegc,0.9673534420086842
furnace_bed_temp_10_12_sel_adegc,main_steam_flow_sel_t_h,0.9673534420086842
total_fuel_flow_t_h,pressure_of_furnace_b_medium_pa,0.9668582797820414
pressure_of_furnace_b_medium_pa,total_fuel_flow_t_h,0.9668582797820414
main_steam_flow_sel_t_h,furnace_bed_temp_7_9_sel_adegc,0.9667488111541765
furnace_bed_temp_7_9_sel_adegc,main_steam_flow_sel_t_h,0.9667488111541765
te_of_gas_in_ecmz_side_a_outl_adegc,status_operacao,0.966720132606483
status_operacao,te_of_gas_in_ecmz_side_a_outl_adegc,0.966720132606483
main_steam_flow_sel_t_h,flw_total_a_t_h,0.9665800149053108
flw_total_a_t_h,main_steam_flow_sel_t_h,0.9665800149053108
status_operacao,furnace_bed_temp_4_6_sel_adegc,0.966245190842224
furnace_bed_temp_4_6_sel_adegc,status_operacao,0.966245190842224
prs_of_condensate_pump_b_outl_mpa,deaerator_pressure_mpa,0.9662133620454321
deaerator_pressure_mpa,prs_of_condensate_pump_b_outl_mpa,0.9662133620454321
2_lms_pdr_bin_continous_lvl_m,prs_of_condensate_pump_b_outl_mpa,0.9662048065939162
prs_of_condensate_pump_b_outl_mpa,2_lms_pdr_bin_continous_lvl_m,0.9662048065939162
u_valve_c_inlet_static_prs_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9660164923440028
lms_pdr_bin_flud_blwr_ol_prs_kpa,u_valve_c_inlet_static_prs_kpa,0.9660164923440028
lms_pdr_bin_flud_blwr_ol_prs_kpa,hot_reheat_steam_pressure_mpa,0.9657888596116458
hot_reheat_steam_pressure_mpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9657888596116458
esp_comb_with_ff_b_outl_temp_adegc,temp_of_furnace_b_outl_adegc,0.9657770866505406
temp_of_furnace_b_outl_adegc,esp_comb_with_ff_b_outl_temp_adegc,0.9657770866505406
prs_air_in_stm_aph_paf_b_outl_kpa,porcentagem_de_ar_primario_,0.9656463997498113
porcentagem_de_ar_primario_,prs_air_in_stm_aph_paf_b_outl_kpa,0.9656463997498113
temp_of_gas_in_ltr_side_b_outl_adegc,unit_actual_mw,0.9655021411136484
unit_actual_mw,temp_of_gas_in_ltr_side_b_outl_adegc,0.9655021411136484
prs_of_gas_in_aph_outlet_kpa,prs_of_hpfa_fan_c_outlet_head_kpa,0.9654457655845505
prs_of_hpfa_fan_c_outlet_head_kpa,prs_of_gas_in_aph_outlet_kpa,0.9654457655845505
main_steam_flow_sel_t_h,flw_total_c_t_h,0.9652775691194291
flw_total_c_t_h,main_steam_flow_sel_t_h,0.9652775691194291
furnace_bed_temp_1_3_sel_adegc,status_operacao,0.9651676153712524
status_operacao,furnace_bed_temp_1_3_sel_adegc,0.9651676153712524
flw_total_b_t_h,furnace_bed_temp_16_18_sel_adegc,0.9650202203994532
furnace_bed_temp_16_18_sel_adegc,flw_total_b_t_h,0.9650202203994532
flw_total_b_t_h,status_operacao,0.9649017946910912
status_operacao,flw_total_b_t_h,0.9649017946910912
o2_avg_,prs_of_hpfa_fan_outl_head_pipe_kpa,0.9648848143372926
prs_of_hpfa_fan_outl_head_pipe_kpa,o2_avg_,0.9648848143372926
